"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HEES","H&E Equipment Services, Inc.","34.54","$1.23B","2006","n/a","n/a","https://www.nasdaq.com/symbol/hees",
"HLG","Hailiang Education Group Inc.","76.7","$1.98B","2015","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hlg",
"HNRG","Hallador Energy Company","6.71","$201M","n/a","Energy","Coal Mining","https://www.nasdaq.com/symbol/hnrg",
"HALL","Hallmark Financial Services, Inc.","9.84","$178.14M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","19.28","$2.77B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/halo",
"HBK","Hamilton Bancorp, Inc.","14.495","$49.44M","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hbk",
"HLNE","Hamilton Lane Incorporated","43.76","$2.07B","2017","Finance","Investment Managers","https://www.nasdaq.com/symbol/hlne",
"HBHC","Hancock Holding Company","49.85","$4.25B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbhc",
"HBHCL","Hancock Holding Company","25.33","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbhcl",
"HAFC","Hanmi Financial Corporation","27.65","$897.73M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hafc",
"HQCL","Hanwha Q CELLS Co., Ltd. ","7","$582.76M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/hqcl",
"HONE","HarborOne Bancorp, Inc.","17.79","$580.36M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/hone",
"HDNG","Hardinge Inc.","18.33","$237.68M","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hdng",
"HLIT","Harmonic Inc.","3.4","$289.69M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/hlit",
"HFGIC","Hartford Funds NextShares Trust","99.99","$25M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hfgic",
"HBIO","Harvard Bioscience, Inc.","5","$178.32M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","10.26","$65.53M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","25.28","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","86.87","$10.86B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HA","Hawaiian Holdings, Inc.","37","$1.88B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ha",
"HCOM","Hawaiian Telcom Holdco, Inc.","28.3","$327.94M","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/hcom",
"HWKN","Hawkins, Inc.","31.8","$340.11M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","21.7588","$126.04M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hwbk",
"HYAC","Haymaker Acquisition Corp.","9.65","$95.06M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyac",
"HYACU","Haymaker Acquisition Corp.","10.04","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyacu",
"HYACW","Haymaker Acquisition Corp.","0.78","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/hyacw",
"HAYN","Haynes International, Inc.","40.17","$502.94M","2007","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/hayn",
"HDS","HD Supply Holdings, Inc.","39.17","$7.27B","2013","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/hds",
"HIIQ","Health Insurance Innovations, Inc.","26.65","$431.56M","2013","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/hiiq",
"HCSG","Healthcare Services Group, Inc.","37.51","$2.76B","1983","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hcsg",
"HQY","HealthEquity, Inc.","69.34","$4.23B","2014","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hqy",
"HSTM","HealthStream, Inc.","26.31","$849.8M","2000","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/hstm",
"HTLD","Heartland Express, Inc.","17.76","$1.48B","1986","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","53.7","$1.67B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htlf",
"HTBX","Heat Biologics, Inc.","1.26","$7.14M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/htbx",
"HEBT","Hebron Technology Co., Ltd.","1.63","$26.52M","2016","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hebt",
"HSII","Heidrick & Struggles International, Inc.","37.65","$712.46M","1999","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","89.85","$2.42B","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hele",
"HMNY","Helios and Matheson Analytics Inc","2.12","$112.35M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/hmny",
"HSDT","Helius Medical Technologies, Inc.","8.53","$229.22M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/hsdt",
"HMTV","Hemisphere Media Group, Inc.","11.45","$464.19M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/hmtv",
"HNNA","Hennessy Advisors, Inc.","19.88","$155.18M","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/hnna",
"HSIC","Henry Schein, Inc.","75.55","$11.66B","1995","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/hsic",
"HTBK","Heritage Commerce Corp","16.73","$672.04M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","31.15","$1.06B","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hfwa",
"HCCI","Heritage-Crystal Clean, Inc.","19.725","$467.64M","2008","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","32.2","$1.92B","n/a","Consumer Durables","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/mlhr",
"HRTX","Heron Therapeutics, Inc.  ","31.8","$2.29B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hrtx",
"HSKA","Heska Corporation","89.4","$664.02M","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/hska",
"HX","Hexindai Inc.","11.6","$556.32M","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/hx",
"HIBB","Hibbett Sports, Inc.","27.9","$529.83M","1996","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/hibb",
"SNLN","Highland/iBoxx Senior Loan ETF","18.3","$477.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/snln",
"HPJ","Highpower International Inc","3.25","$50.41M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hpj",
"HIHO","Highway Holdings Limited","4.95","$18.82M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/hiho",
"HIMX","Himax Technologies, Inc.","7.22","$1.24B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","218.88","$466.82M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hifs",
"HSGX","Histogenics Corporation","2.63","$75.45M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/hsgx",
"HMNF","HMN Financial, Inc.","19.2","$86.48M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","19.46","$1.62B","1992","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/hmsy",
"HOLI","Hollysys Automation Technologies, Ltd.","22.04","$1.33B","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/holi",
"HOLX","Hologic, Inc.","37.93","$10.49B","1990","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","43.65","$410.18M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","23.31","$4.05B","2006","Finance","Major Banks","https://www.nasdaq.com/symbol/homb",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","32.19","$61.53M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/hfbl",
"HMST","HomeStreet, Inc.","26.75","$721.5M","2012","Finance","Major Banks","https://www.nasdaq.com/symbol/hmst",
"HMTA","HomeTown Bankshares Corporation","12.05","$69.9M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hmta",
"HTBI","HomeTrust Bancshares, Inc.","26.45","$503.47M","2012","Finance","Savings Institutions","https://www.nasdaq.com/symbol/htbi",
"FIXX","Homology Medicines, Inc.","21.55","$777.54M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fixx",
"HOFT","Hooker Furniture Corporation","37.45","$440.5M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/hoft",
"HOPE","Hope Bancorp, Inc.","17.42","$2.36B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hope",
"HFBC","HopFed Bancorp, Inc.","15.13","$100.59M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","29.63","$757.2M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma plc","14.24","$2.35B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","9.99","$115.12M","2010","n/a","n/a","https://www.nasdaq.com/symbol/hrzn",
"DAX","Horizons DAX Germany ETF","31.02","$21.71M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dax",
"QYLD","Horizons NASDAQ-100 Covered Call ETF","24.38","$210.89M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qyld",
"HDP","Hortonworks, Inc.","17.88","$1.4B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/hdp",
"HPT","Hospitality Properties Trust","25.69","$4.22B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/hpt",
"TWNK","Hostess Brands, Inc.","13.54","$1.76B","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.909","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HMHC","Houghton Mifflin Harcourt Company","7","$864.35M","2013","Consumer Services","Books","https://www.nasdaq.com/symbol/hmhc",
"HWCC","Houston Wire & Cable Company","7","$115.38M","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"HOVNP","Hovnanian Enterprises Inc","6.7888","$33.94M","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/hovnp",
"HBMD","Howard Bancorp, Inc.","17.8","$338.04M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbmd",
"HTGM","HTG Molecular Diagnostics, Inc.","3.68","$104.35M","2015","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/htgm",
"HUBG","Hub Group, Inc.","45.3","$1.56B","1996","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hubg",
"HSON","Hudson Global, Inc.","1.94","$60.45M","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/hson",
"HDSN","Hudson Technologies, Inc.","3.96","$167.92M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/hdsn",
"HUNT","Hunter Maritime Acquisition Corp.","9.84","$186.63M","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/hunt",
"HUNTU","Hunter Maritime Acquisition Corp.","10.15","n/a","2016","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntu",
"HUNTW","Hunter Maritime Acquisition Corp.","0.58","n/a","2017","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/huntw",
"HBAN","Huntington Bancshares Incorporated","14.7","$16.2B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hban",
"HBANN","Huntington Bancshares Incorporated","25.5971","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbann",
"HBANO","Huntington Bancshares Incorporated","26.21","$20.88B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/hbano",
"HURC","Hurco Companies, Inc.","44.65","$298.83M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","34.55","$774.52M","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hurn",
"HCM","Hutchison China MediTech Limited","33.58","$4.47B","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/hcm",
"HBP","Huttig Building Products, Inc.","5.87","$152.55M","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/hbp",
"HVBC","HV Bancorp, Inc.","14.38","$31.38M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/hvbc",
"HYGS","Hydrogenics Corporation","8.3","$128.13M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/hygs",
"IDSY","I.D. Systems, Inc.","6.61","$116.57M","1999","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/idsy",
"IAC","IAC/InterActiveCorp","132.42","$11.07B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/iac",
"IAM","I-AM Capital Acquisition Company","10.07","$68.61M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iam",
"IAMXR","I-AM Capital Acquisition Company","0.35","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iamxr",
"IAMXW","I-AM Capital Acquisition Company","0.4989","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/iamxw",
"IBKC","IBERIABANK Corporation","75.6","$4.29B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkc",
"IBKCO","IBERIABANK Corporation","26.89","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkco",
"IBKCP","IBERIABANK Corporation","26.9583","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibkcp",
"ICAD","icad inc.","3.89","$64.82M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","68.92","$11.96B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/iep",
"ICCH","ICC Holdings, Inc.","14.85","$51.98M","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/icch",
"ICFI","ICF International, Inc.","64.75","$1.22B","2006","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/icfi",
"ICHR","Ichor Holdings","23.74","$623.87M","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/ichr",
"ICLK","iClick Interactive Asia Group Limited","7.55","$393.5M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/iclk",
"ICLR","ICON plc","121.93","$6.59B","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","0.7435","$47.42M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","258.9","$5.25B","1992","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/icui",
"IPWR","Ideal Power Inc.","1.26","$17.64M","2013","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ipwr",
"INVE","Identiv, Inc.","3.4","$51.5M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","1.62","$317.02M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/idra",
"IDXX","IDEXX Laboratories, Inc.","212.2","$18.47B","1991","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/idxx",
"IESC","IES Holdings, Inc.","17.65","$376.63M","n/a","Capital Goods","Engineering & Construction","https://www.nasdaq.com/symbol/iesc",
"IROQ","IF Bancorp, Inc.","20.2605","$79.83M","2011","Finance","Savings Institutions","https://www.nasdaq.com/symbol/iroq",
"IFMK","iFresh Inc.","6.4","$91.01M","n/a","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ifmk",
"INFO","IHS Markit Ltd.","49.37","$19.74B","1996","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/info",
"IIVI","II-VI Incorporated","43.15","$2.7B","1987","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/iivi",
"KANG","iKang Healthcare Group, Inc.","19.95","$1.39B","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/kang",
"IKNX","Ikonics Corporation","8.25","$16.36M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/iknx",
"ILG","ILG, Inc","33.52","$4.16B","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ilg",
"ILMN","Illumina, Inc.","244.82","$35.99B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/ilmn",
"ISNS","Image Sensing Systems, Inc.","4.9","$25.53M","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/isns",
"IMMR","Immersion Corporation","11.18","$329.39M","1999","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/immr",
"ICCC","ImmuCell Corporation","8.0899","$44.33M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/iccc",
"IMDZ","Immune Design Corp.","3.8","$182.88M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imdz",
"IMNP          ","Immune Pharmaceuticals Inc.","0.34","$10.85M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imnp",
"IMGN","ImmunoGen, Inc.","10.57","$1.41B","1989","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imgn",
"IMMU","Immunomedics, Inc.","17.73","$2.94B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/immu",
"IMRN","Immuron Limited","9","$32.31M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrn",
"IMRNW","Immuron Limited","3.51","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/imrnw",
"IMMP","Immutep Limited","1.95","$46.79M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immp",
"IPXL","Impax Laboratories, Inc.","18.3","$1.35B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ipxl",
"IMPV","Imperva, Inc.","46.3","$1.61B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/impv",
"PI","Impinj, Inc.","13.01","$277.34M","2016","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pi",
"IMMY","Imprimis Pharmaceuticals, Inc.","2.26","$46.96M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/immy",
"INCY","Incyte Corporation","62.13","$13.17B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/incy",
"INDB","Independent Bank Corp.","73.75","$2.03B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/indb",
"IBCP","Independent Bank Corporation","23.65","$505.51M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ibcp",
"IBTX","Independent Bank Group, Inc","73.9","$2.1B","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/ibtx",
"INDU","Industrea Acquisition Corp.","9.8192","$68.09M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/indu",
"INDUU","Industrea Acquisition Corp.","10.4","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/induu",
"INDUW","Industrea Acquisition Corp.","0.59","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/induw",
"ILPT","Industrial Logistics Properties Trust","20.64","$1.34B","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ilpt",
"IDSA","Industrial Services of America, Inc.","2.14","$17.31M","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/idsa",
"INFN","Infinera Corporation","12.01","$1.82B","2007","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/infn",
"INFI","Infinity Pharmaceuticals, Inc.","2.19","$121.16M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/infi",
"IPCC","Infinity Property and Casualty Corporation","136.15","$1.49B","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ipcc",
"IFRX","InflaRx N.V.","36.17","$861.28M","2017","n/a","n/a","https://www.nasdaq.com/symbol/ifrx",
"III","Information Services Group, Inc.","4.22","$184.36M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/iii",
"IFON","InfoSonics Corp","3.86","$8.08M","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/ifon",
"IEA","Infrastructure and Energy Alternatives, Inc.","9.26","$199.81M","2016","Finance","Business Services","https://www.nasdaq.com/symbol/iea",
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.8799","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/ieaww",
"IMKTA","Ingles Markets, Incorporated","31.85","$645.27M","1987","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/imkta",
"INWK","InnerWorkings, Inc.","9.77","$522.03M","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/inwk",
"INOD","Innodata Inc.","1.13","$29.24M","1993","Technology","EDP Services","https://www.nasdaq.com/symbol/inod",
"IPHS","Innophos Holdings, Inc.","44.48","$869.22M","2006","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/iphs",
"IOSP","Innospec Inc.","72.7","$1.8B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/iosp",
"INNT","Innovate Biopharmaceuticals, Inc.","17.96","$46.14M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/innt",
"ISSC","Innovative Solutions and Support, Inc.","3.49","$58.77M","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/issc",
"INVA","Innoviva, Inc.","14.5","$1.47B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/inva",
"INGN","Inogen, Inc","169.94","$3.61B","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ingn",
"INOV","Inovalon Holdings, Inc.","10.55","$1.6B","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/inov",
"INO","Inovio Pharmaceuticals, Inc.","4.54","$411.78M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ino",
"INPX","Inpixon ","0.353","$3.32M","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/inpx",
"INSG","Inseego Corp.","2.13","$125.31M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/insg",
"NSIT","Insight Enterprises, Inc.","43.42","$1.57B","1995","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nsit",
"ISIG","Insignia Systems, Inc.","1.69","$20.22M","1991","Consumer Services","Advertising","https://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","25.51","$1.95B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insm",
"INSE","Inspired Entertainment, Inc.","5","$107.39M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/inse",
"IIIN","Insteel Industries, Inc.","30.44","$580.29M","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/iiin",
"PODD","Insulet Corporation","83.88","$4.92B","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/podd",
"INSY","Insys Therapeutics, Inc.","6.71","$495.26M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/insy",
"NTEC","Intec Pharma Ltd.","5.25","$172.34M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntec",
"IART","Integra LifeSciences Holdings Corporation","64.08","$5.06B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/iart",
"IDTI","Integrated Device Technology, Inc.","29.26","$3.87B","1984","Technology","Semiconductors","https://www.nasdaq.com/symbol/idti",
"IMTE","Integrated Media Technology Limited","20.11","$53.16M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/imte",
"INTC","Intel Corporation","52.78","$245.95B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/intc",
"NTLA","Intellia Therapeutics, Inc.","20.96","$903.21M","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/ntla",
"IPCI","Intellipharmaceutics International Inc.","0.3285","$14.3M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ipci",
"IPAR","Inter Parfums, Inc.","50.45","$1.58B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"IBKR","Interactive Brokers Group, Inc.","74.95","$30.86B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ibkr",
"ICPT","Intercept Pharmaceuticals, Inc.","69.35","$2.05B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/icpt",
"IDCC","InterDigital, Inc.","75.5","$2.62B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/idcc",
"TILE","Interface, Inc.","22.95","$1.36B","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/tile",
"LINK","Interlink Electronics, Inc.","5.0501","$37.1M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/link",
"IMI","Intermolecular, Inc.","1.23","$61.01M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/imi",
"INAP","Internap Corporation","11.31","$239.54M","1999","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/inap",
"IBOC","International Bancshares Corporation","40.55","$2.68B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/iboc",
"ISCA","International Speedway Corporation","41.7","$1.84B","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/isca",
"IGLD","Internet Gold Golden Lines Ltd.","4.02","$77.2M","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/igld",
"IIJI","Internet Initiative Japan, Inc.","9.281","$836.46M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/iiji",
"IDXG","Interpace Diagnostics Group, Inc.","0.8599","$23.96M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/idxg",
"XENT","Intersect ENT, Inc.","41.7","$1.26B","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xent",
